Date,Return_outra,Volume,adx_pos_w50,bb_lband_w31_stdDev3.5483563609690094,Return_Open,adx_pos_w35,Diff_open,Diff_outra,rsi_w44,adx_neg_w14,adx_pos_w30,stochRsi_d_w4_s131_s27,adx_w50,Return_intra,macd_difffW12_sW44_signal3,stochRsi_d_w50_s110_s218,bb_lband_w44_stdDev3.5067736038514123,stochRsi_d_w3_s132_s247,rsi_w29,macd_fW1_sW41_signal34,Open,Target
2000-01-04,0.0,931800000.0,0.0,1442.314958296666,-0.009594994700275805,0.0,-14.030029296875,0.0,24.978808436274747,0.0,0.0,0.0,0.0,-0.009594994700275805,0.4270944394220919,0.0,1442.557129180984,0.0,24.75271531162589,9.026305183531576,1455.219970703125,-0.009594994700275805
2000-01-05,0.0,1009000000.0,0.0,1347.8049481250296,-0.03909917534093754,0.0,-55.7999267578125,0.0,6.162866226328319,0.0,0.0,0.0,0.0,-0.03909917534093754,3.714856529001878,0.0,1348.9684575432657,0.0,6.037834610051903,61.73926851556576,1399.4200439453125,-0.03909917534093754
2000-01-06,0.0,1085500000.0,0.0,1328.7238742542886,0.0019203379615859717,0.0,2.68994140625,0.0,9.524710905603754,0.0,0.0,0.0,0.0,0.0019203379615859717,4.515292378476673,0.0,1330.005569402268,0.0,9.455848150169516,56.23745438982451,1402.1099853515625,0.0019203379615859717
2000-01-07,0.0,1092300000.0,0.0,1322.4699764565262,0.0009552217400567997,0.0,1.3399658203125,0.0,11.147300399578356,0.0,0.0,0.0,0.0,0.0009552217400567997,4.289216602205535,0.0,1323.7572953845724,0.0,11.123851261071678,52.283322447154205,1403.449951171875,0.0009552217400567997
2000-01-10,0.0,1225200000.0,0.0,1331.293156888917,0.026729949729870306,0.0,38.02001953125,0.0,41.57090535182584,0.0,0.0,0.0,0.0,0.026729949729870306,1.6494694474394471,0.0,1332.4923962584664,0.0,42.33954998472569,13.584098015146765,1441.469970703125,0.026729949729870306
2000-01-11,0.0,1064800000.0,0.0,1336.8507910811345,0.01112782487313968,0.0,16.1300048828125,0.0,49.13209727807217,0.0,0.0,0.0,0.0,0.01112782487313968,-0.5125792734506032,0.0,1338.0200180725385,0.0,50.04855024881023,-2.424673207300657,1457.5999755859375,0.01112782487313968
2000-01-12,0.0,1014000000.0,0.0,1342.7472690301256,-0.013148576788903021,0.0,-19.0399169921875,0.0,42.49056373132326,0.0,0.0,0.0,0.0,-0.013148576788903021,-0.3415730131950631,0.0,1343.8499171970411,0.0,43.01728407462055,15.824041699892176,1438.56005859375,-0.013148576788903021
2000-01-13,0.0,974600000.0,0.0,1346.98328994971,-0.004396019678609697,0.0,-6.31005859375,0.0,40.62812329770605,0.0,0.0,0.0,0.0,-0.004396019678609697,0.0605047294922282,0.0,1348.0309190484843,0.0,41.03831126999388,21.080095517754444,1432.25,-0.004396019678609697
2000-01-14,0.0,1030400000.0,0.0,1351.2796861100123,0.012096245165417407,0.0,17.4300537109375,0.0,47.17291863130298,0.0,0.0,0.0,0.0,0.012096245165417407,-0.7826768554953567,0.0,1352.291135518637,0.0,47.8959363026101,3.4762302922065373,1449.6800537109375,0.012096245165417407
2000-01-18,0.0,1085900000.0,0.0,1352.9426051575442,0.010614763497340363,0.0,15.469970703125,0.0,51.9803115349327,0.0,0.0,0.0,0.0,0.010614763497340363,-1.9357922680125288,0.0,1353.9614822908957,0.0,52.928534659970936,-11.422609915160592,1465.1500244140625,0.010614763497340363
2000-01-19,0.0,1056700000.0,0.0,1356.2908169627813,-0.006855516976735032,0.0,-10.010009765625,0.0,49.02630536730196,0.0,0.0,0.0,0.0,-0.006855516976735032,-1.6994849399291745,0.0,1357.2842077235866,0.0,49.71075702508721,-1.345333475748248,1455.1400146484375,-0.006855516976735032
2000-01-20,0.0,1087800000.0,0.0,1359.3161941863193,0.0005221568736217819,0.0,0.760009765625,0.0,49.25037050408165,0.0,0.0,0.0,0.0,0.0005221568736217819,-1.5082186409005427,0.0,1360.2865535932815,0.0,49.95003053106984,-2.00508880130792,1455.9000244140625,0.0005221568736217819
2000-01-21,0.0,1100700000.0,0.0,1362.295659152012,-0.007120612569861073,0.0,-10.330078125,0.0,46.41287426990702,0.0,0.0,0.0,0.0,-0.007120612569861073,-0.7423308015869052,0.0,1363.2337984266908,0.0,46.81441020320514,7.928561260658853,1445.5699462890625,-0.007120612569861073
2000-01-24,0.0,1209800000.0,0.0,1364.7712044432492,-0.0029165681339531346,0.0,-4.2099609375,0.0,45.32391438032537,29.17997908870212,0.0,0.0,0.0,-0.0029165681339531346,-0.1523106354351657,0.0,1365.6796084758312,0.0,45.60597359991056,11.560497331579654,1441.3599853515625,-0.0029165681339531346
