Date,Return_interday,bb_pband_w3_stdDev1.774447792366109,Return_open,adx_pos_w6,adx_pos_w42,Volume,adx_neg_w1,Return_intraday,stochRsi_k_w47_s143_s212,stochRsi_d_w9_s144_s246,stochRsi_d_w4_s16_s233,adx_w10,bb_pband_w7_stdDev1.4065306043590475,bb_pband_w13_stdDev1.7961852973078898,adx_w18,stochRsi_k_w4_s16_s233,adx_neg_w25,stochRsi_d_w12_s125_s25,macd_difffW5_sW39_signal14,stochRsi_k_w29_s18_s219,Open,Close,Target
2016-01-04,-0.0028122475801559688,0.2182221972655063,-0.010925350758777874,0.0,0.0,4304880000,0.0,-0.008113103178621905,0.0,0.0,0.0,0.0,0.1445153781578365,0.2216322832898169,0.0,0.0,0.0,0.0,4.768729654947917,0.0,2038.199951171875,2043.93994140625,-0.012609794217650183
2016-01-05,0.0005563202871110562,0.1313320273965605,-0.012053473930539127,0.0,0.0,3706620000,99.41034472673608,-0.012609794217650183,0.0,0.0,0.0,0.0,0.0348966683875499,0.1357936616657819,0.0,0.0,0.0,0.0,14.754570651583832,0.0,2013.780029296875,2012.6600341796875,0.0014538838522488717
2016-01-06,-0.00248236413508085,0.3432498226914562,-0.0010284802828319783,0.0,0.0,4336660000,0.0,0.0014538838522488717,0.0,0.0,0.0,0.0,0.2002934312557482,0.2653101481801252,0.0,0.0,0.0,0.0,18.26336455281513,0.0,2011.7099609375,2016.7099609375,-0.010719798867544483
2016-01-07,-0.002485205214713737,0.1055520015085713,-0.01320500408225822,0.0,0.0,5076590000,66.70221386664939,-0.010719798867544483,0.0,0.0,0.0,0.0,0.0107814215891361,0.1169098456672439,0.0,0.0,0.0,0.0,25.44358487166347,0.0,1985.3199462890625,1990.260009765625,-0.021500611304631434
2016-01-08,0.001481080495690179,0.1274047557445032,-0.020019530808941255,0.0,0.0,4664940000,78.2034819553066,-0.021500611304631434,0.0,0.0,0.0,0.0,-0.1329504655749679,0.0043583742674972,0.0,0.0,0.0,0.0,39.21565566308355,0.0,1945.969970703125,1943.0899658203125,-0.01237861794153794
2016-01-11,0.0021256797860846888,0.206005601545686,-0.01025293815545325,0.0,0.0,4607290000,48.5692996830368,-0.01237861794153794,0.0,0.0,0.0,0.0,-0.0751121942723777,0.0496495248031594,0.0,0.0,0.0,0.0,49.235060950924975,0.0,1926.1199951171875,1922.030029296875,-0.001272771490262059
2016-01-12,0.0021601525260166454,0.3253994441003587,0.0008873810357545864,0.0,0.0,4887260000,50.2459068521803,-0.001272771490262059,0.0,0.0,0.0,0.0,0.0684852291068928,0.1402558654701888,0.0,0.0,0.0,0.0,50.87659713758741,0.0,1927.8299560546875,1923.6700439453125,0.0056123615917575975
2016-01-13,0.0008558410125942828,0.8968996782052417,0.00646820260435188,5.416906241496721,0.0,5087030000,0.0,0.0056123615917575975,0.0,0.0,0.0,0.0,0.2665667207156919,0.251578508949554,0.0,0.4242109210699822,0.0,0.0,44.41951442003226,0.0,1940.3399658203125,1938.6800537109373,-0.026138216090503263
2016-01-14,0.0007403697803711751,0.1202299334241038,-0.02539784631013209,4.000023153870953,0.0,5241110000,43.71085036819751,-0.026138216090503263,0.0,0.0,0.0,0.0,0.0013065021873371,0.0784358008518168,0.0,0.4839454518033944,0.0,0.0,49.39811448146399,0.0,1891.6800537109373,1890.280029296875,0.015817691154013325
2016-01-15,-0.0026884920183318783,0.5689167957898048,0.013129199135681446,3.142868566068993,0.0,5468460000,13.467755938133951,0.015817691154013325,0.0,0.0,0.0,0.0,0.3614245591342554,0.2583838079854272,0.0,0.5636977290354763,0.0,0.0,40.5939362019707,0.0,1916.6800537109373,1921.8399658203125,-0.019147280679830736
2016-01-19,0.004420331022505053,0.2268520494314295,-0.014726949657325683,2.424378221861016,0.0,4928350000,32.963746972557544,-0.019147280679830736,0.0,0.0,0.0,0.0,-0.1023052549351087,0.1086899826369233,0.0,0.6029146621712186,0.0,0.0,42.63466449913607,0.0,1888.6600341796875,1880.3299560546875,-0.0038886508350763904
2016-01-20,-0.0027411267328449895,0.3080835372204185,-0.00662977756792138,2.0937945803923137,0.0,6416070000,0.0,-0.0038886508350763904,0.0,0.0,0.0,0.0,0.0626112275011362,0.1534434423133695,0.0,0.6879836877154609,0.0,0.0,39.96548262822323,0.0,1876.1800537109373,1881.3299560546875,-0.009021639293053774
2016-01-21,0.0011449209243235003,0.1018288949199179,-0.007876718368730273,1.6024139871458982,0.0,5078810000,75.76767007028245,-0.009021639293053774,0.0,0.0,0.0,0.0,-0.0315576651478507,0.1005242961615918,0.0,0.5755717870064675,0.0,0.0,40.43909717770491,0.0,1861.4599609375,1859.3299560546875,0.004037067711625042
2016-01-22,0.004489681145700253,0.4720429878332675,0.008526748857325295,6.152771896945803,0.0,4901760000,0.0,0.004037067711625042,0.0,0.0,0.0,0.0,0.1975645826656995,0.1821859177845189,0.0,0.5755717870064675,0.0,0.0,34.74360023195102,0.0,1877.4000244140625,1868.989990234375,0.015591045736512932
2016-01-25,-0.0003251853381778247,0.8910727784395709,0.015265860398335107,12.100587554997876,0.0,4401380000,0.0,0.015591045736512932,0.0,0.0,0.0,0.0,0.8545177090580951,0.4257837787224181,0.0,0.6649415289181456,0.0,0.0,19.008508893749905,0.0,1906.280029296875,1906.9000244140625,-0.015436359834643198
2016-01-26,0.0009106189129051145,0.3748009147837875,-0.014525740921738084,10.676271175924937,0.0,4357940000,4.623508656992095,-0.015436359834643198,0.0,0.0,0.0,0.0,0.3584541718317113,0.2563829665749071,0.0,0.5899989709013581,0.0,0.0,15.348613355275717,0.0,1878.7900390625,1877.0799560546875,0.013134618917463037
2016-01-27,-0.0005832588709901998,0.6637476822555425,0.012551360046472837,9.58404847884944,0.0,4754040000,0.0,0.013134618917463037,0.0,0.0,0.0,0.0,0.9685675331569548,0.5245809283355661,0.0,0.6669452522910264,0.0,0.0,4.67234853414584,0.0,1902.52001953125,1903.6300048828125,-0.01033966342953807
