Date,bbReturnLogOpen_pband_w46_stdDev3.479652436716822,macdReturnLogOpen_fW2_sW16_signal23,rsi_w15,macd_fW15_sW21_signal30,rsiReturnLogOpen_w15,macd_fW17_sW43_signal48,bbReturnLogOpen_lband_w43_stdDev0.5607752064443937,adx_pos_w5,stochRsiReturnLogOpen_k_w30_s13_s213,aroon_down_w49,stochRsiReturnLogOpen_stochrsi_w3_s111_s229,stochRsiReturnLogOpen_k_w3_s111_s229,aroonReturnLogOpen_up_w32,bbReturnLogOpen_lband_w7_stdDev1.4297935115233904,aroon_indicator_w32,aroon_indicator_w9,macdReturnLogOpen_fW4_sW48_signal41,aroon_up_w49,stochRsi_k_w3_s111_s229,macd_signal_fW17_sW43_signal48
2017-07-06,0.4788190831109379,0.0001447303326057,53.527091647627216,-1.8746077814985256,49.69870189823344,-13.702481656741838,-0.0018557427316971,12.93891595977442,0.467818143151945,32.6530612244898,0.7866654594179192,0.4448014600912157,3.125,-0.0054114424000193,62.5,11.111111111111114,0.0006871936926792,77.55102040816327,0.5158703719633637,-17.77856037302851
2017-07-07,0.3795326059516699,0.0016452576735318,44.51392373259373,-0.9988533050209298,47.65955134827431,-11.751637592162751,-0.0019749631056079,9.514522953893522,0.5219617201254262,30.612244897959183,0.0,0.4448014600912157,3.125,-0.0059813875684156,59.375,-55.55555555555556,0.001606947139628,75.51020408163265,0.5142762124981071,-17.532563524829907
2017-07-10,0.3466380467074228,0.0025491246551794,50.55368660397275,-0.81690021710574,46.85920184940508,-11.05010057643949,-0.0021245212532046,10.60524899905621,0.4197879796803154,28.57142857142857,0.0,0.4448014600912157,25.0,-0.0063233632097058,56.25,-55.55555555555556,0.0024970634885508,73.46938775510205,0.5873512112838918,-17.26797320040581
2017-07-11,0.6482772129429235,-0.0021311822926228,51.38053855759433,-0.7395863947058388,53.56264869006298,-10.54677573190429,-0.0021080576208629,15.451377705025134,0.5250916332486747,26.53061224489796,1.0,0.4753152985057873,21.875,-0.0058598324090642,53.125,-55.55555555555557,-0.0001365402846355,71.42857142857143,0.6782603021929826,-16.993638609854727
2017-07-12,0.529372474373526,-0.0014890483153933,50.61479507983841,-0.6049129743200865,50.87998396545577,-9.941704620375276,-0.0020977597308939,12.390306080430763,0.6152701765436995,24.489795918367346,0.5110430798488993,0.4388789490779909,18.75,-0.0054893197747135,-37.5,-55.55555555555554,-0.0004386465369327,69.38775510204081,0.5873512112838918,-16.70580456946781
2017-07-13,0.6075678179736655,-0.0024372638449508,57.01631682567288,-1.095002289184322,52.60241270718928,-10.541532740493947,-0.0019780728057162,28.44714531367573,0.7762220710836588,22.448979591836736,0.5097401995307104,0.3943098763080556,15.625,-0.0037927378003119,-37.5,44.44444444444444,-0.0014256640625228,67.3469387755102,0.5873512112838918,-16.45420163767296
2017-07-14,0.6184406443606192,-0.0027071365703683,58.50583731040218,-1.628541881529145,52.85968995510994,-11.29794994788972,-0.0018861655767102,30.24818485397236,0.7585552735407678,20.40816326530612,1.0,0.4852189672171464,12.5,-0.0037203262875736,-37.5,55.55555555555556,-0.0020895900074365,65.3061224489796,0.6782603021929826,-16.243742385028746
2017-07-17,0.5446952168596002,-0.0014309805984286,62.02733990685443,-2.4244402201807134,50.99814755310022,-12.633805398273124,-0.0018218565717568,41.85960616796427,0.7661424234765813,18.367346938775512,0.0,0.4852189672171464,9.375,-0.0034144474516796,18.75,66.66666666666667,-0.0016896538008534,100.0,0.6782603021929826,-16.096398018222395
2017-07-18,0.6271247632677628,-0.0023208754650855,61.9632511439475,-3.025554568203916,53.12909226764359,-13.694907720876472,-0.0017590731935805,38.40157158983211,0.8009128953461122,16.3265306122449,0.9785406178589844,0.483268114295236,6.25,-0.0018829411437639,18.75,66.66666666666666,-0.0023330779766373,97.95918367346938,0.7249311590691497,-15.998378006085826
2017-07-19,0.4297715671589558,0.0007211348889857,62.43312423703592,-3.519453367347978,48.0548455016459,-14.622600021104972,-0.0018793964820925,32.18863166032273,0.6890906654512827,14.285714285714285,0.0,0.483268114295236,3.125,-0.000366795614814,25.0,88.88888888888889,-0.000622972784693,100.0,0.7926823705400513,-15.94222380261722
