Date,Return_close,Diff_close,average_true_range_w1,Return_open,Diff_open,stochRsi_d_w50_s13_s211,macd_difffW1_sW22_signal6,Volume,macd_difffW4_sW24_signal7,macd_fW1_sW5_signal12,adx_neg_w2,adx_w2,macd_difffW1_sW5_signal12,adx_w28,macd_fW1_sW38_signal32,macd_fW1_sW16_signal49,macd_difffW16_sW44_signal47,macd_difffW8_sW5_signal2,average_true_range_w21,macd_fW1_sW50_signal9,Open,Target
2015-12-31,-0.009456485041468454,-19.420166015625,19.7401123046875,-0.008095879232280723,-16.75,0.0,12.665325662364271,2655330000,4.660839843750068,12.94677734375,0.0,0.0,10.954965444711538,0.0,18.424260066105944,17.135440602021845,1.3623733021859532,-0.7192654079861618,0.0,18.658590877757437,2060.590087890625,-0.010925350758777874
2016-01-04,-0.015422041797806152,-31.2799072265625,54.2598876953125,-0.010925350758777874,-22.39013671875,0.0,28.34526801669477,4304880000,13.426444335937704,29.484456380208485,0.0,0.0,23.263006868682325,0.0,47.15523563663419,42.71942455463295,4.641515775632095,-1.7179437331211478,0.0,47.9801256296405,2038.199951171875,-0.012053473930539127
2016-01-05,0.002010204139359928,4.0499267578125,17.7698974609375,-0.012053473930539127,-24.419921875,0.0,14.82589104016406,3706620000,14.112727470703112,16.9563530815974,65.9942051596367,100.0,9.083379943906436,0.0,40.894780218369306,34.12014511484176,6.952068936239593,-1.0263444144375509,0.0,42.207445974893744,2013.780029296875,-0.0010284802828319783
2016-01-06,-0.013202163002625333,-26.449951171875,37.659912109375,-0.0010284802828319783,-2.070068359375,0.0,25.53178567321272,4336660000,18.567905940527297,28.93753616898175,66.40413063775283,100.0,17.82386102647682,0.0,63.89115542151376,53.44420260592642,10.591444252168303,-1.360611145642766,0.0,65.96495019983695,2011.7099609375,-0.01320500408225822
2016-01-07,-0.02398581651934517,-47.1700439453125,51.4300537109375,-0.01320500408225822,-26.3900146484375,0.0,45.39266477251809,5076590000,28.80178182527049,50.738386742862986,73.63252034293545,100.0,33.52860212337989,0.0,105.36575324545038,88.7772763687401,16.71375218369549,-2.4568592344089204,0.0,108.69832770808488,1985.3199462890625,-0.020019530808941255
2016-01-08,-0.01089753744584776,-21.0599365234375,41.9400634765625,-0.020019530808941255,-39.3499755859375,0.0,40.18931301500331,4664940000,33.5393912836129,47.86554884420048,61.10631272912149,100.0,25.93949280553009,0.0,119.94232106279104,96.91518784603907,22.936261787489084,-2.21749045054721,0.0,124.66970484989406,1945.969970703125,-0.01025293815545325
2016-01-11,0.0008529082958226297,1.6400146484375,34.550048828125,-0.01025293815545325,-19.8499755859375,0.0,20.993014507885636,4607290000,29.64092814357212,30.81702279717547,56.20190319525676,100.0,7.52312571873507,0.0,112.2355214700276,84.06632929200123,27.5704292134802,-0.8797744372228706,0.0,118.20499646806616,1926.1199951171875,0.0008873810357545864
2016-01-12,0.007772514117774243,15.010009765624773,33.030029296875,0.0008873810357545864,1.7099609375,0.0,-0.7674382162359166,4887260000,19.25139568157216,10.53800868770054,30.16033536566929,64.7001133921886,-10.793444022933729,0.0,92.23958802725384,60.93204664092013,29.923750499503768,0.7239896741243257,0.0,99.14812447881604,1927.8299560546875,0.00646820260435188
2016-01-13,-0.02528237507790898,-48.40002441406227,63.919921875,0.00646820260435188,12.510009765625,0.0,26.414399086244487,5087030000,22.651933972786036,39.292022067842026,38.859919284134,69.18648360749114,15.19740484071426,0.0,133.42732462381286,96.46947446027887,34.848813202868406,-0.5649225476268072,0.0,141.76194697551068,1940.3399658203125,-0.02539784631013209
2016-01-14,0.0165580609343845,31.5599365234375,55.5399169921875,-0.02539784631013209,-48.65991210937523,0.0,-8.662374690289838,5241110000,11.927482251442685,5.154723696269684,25.469618740657516,74.73854324707818,-16.026063756879914,0.0,96.64341947984326,57.27312170897767,36.17800693525443,1.0811238299883463,0.0,105.88036298336442,1891.6800537109373,0.013129199135681446
2016-01-15,-0.021835772698162614,-41.510009765625,64.010009765625,0.013129199135681446,25.0,0.0,16.33099557416118,5468460000,14.255177350366978,31.10982230792979,29.58119249104505,83.29395757362212,8.401491030967854,0.0,131.0686380021109,87.16158659523762,39.70452493435263,-0.0942398216464255,0.0,141.6103581313821,1916.6800537109373,-0.014726949657325683
2016-01-19,0.0005316801874286625,1.0,36.8399658203125,-0.014726949657325683,-28.020019531249773,0.0,4.501361226832529,4928350000,11.353450936875603,20.07321487195327,18.131044347729773,87.5716647368941,-2.229713881161178,0.0,123.3984514378999,76.02492934873908,41.97494124516137,0.228142581283528,0.0,135.09622643995544,1888.6600341796875,-0.00662977756792138
2016-01-20,-0.011762766025898763,-22.0,69.0399169921875,-0.00662977756792138,-12.479980468750227,0.0,11.674547243125488,6416070000,12.110551201983611,28.048809914635516,52.25016123315462,93.18789725838111,4.861899444363978,0.0,137.94212059493066,86.49258471947564,44.80856580386499,-0.1651643101479081,0.0,150.93559010897684,1876.1800537109373,-0.007876718368730273
2016-01-21,0.005181988635948542,9.6600341796875,40.8699951171875,-0.007876718368730273,-14.720092773437273,0.0,-4.585187204880398,5078810000,6.584147463236377,12.259183823298828,30.71978185410138,65.33829853892593,-9.246537932053831,0.0,121.70351788112816,67.79342694687193,45.833753960848966,0.6345374727253237,0.0,135.7353380497093,1861.4599609375,0.008526748857325295
2016-01-22,0.020080726882213185,37.9100341796875,39.8599853515625,0.008526748857325295,15.9400634765625,0.0,-33.49935719383113,4901760000,-7.624709204343105,-17.100566904258812,17.030966126346307,45.65723814444332,-32.66685963505586,0.0,79.49638197316153,26.367699500456865,43.39408215461744,2.378959275708617,0.0,93.98901744374643,1877.4000244140625,0.015265860398335107
2016-01-25,-0.015761545172821023,-29.820068359375,30.9300537109375,0.015265860398335107,28.8800048828125,0.0,-7.35233640788671,4401380000,-7.179474594658657,8.479667636744125,11.958488019795752,31.72430252435955,-5.996375079583242,0.0,103.71047852061132,49.5774422292634,42.92493369317439,1.0576542278027468,0.0,118.95382753633226,1906.280029296875,-0.014525740921738084
2016-01-26,0.014045237830368151,26.550048828125,29.6500244140625,-0.014525740921738084,-27.489990234375,0.0,-26.88038470932645,4357940000,-14.199390431346842,-12.046920794253763,6.703895801683553,26.37237157389161,-22.442507585876346,0.0,73.20348458005105,20.3182882951221,40.08954136579912,1.698770168541559,0.0,88.78010111180697,1878.7900390625,0.012551360046472837
2016-01-27,-0.01092292230052827,-20.6800537109375,44.2900390625,0.012551360046472837,23.72998046875,0.0,-8.145991952881019,4754040000,-11.906350266217856,5.755421944455975,2.898699959032779,49.03883083488587,-3.9262933322178935,0.0,89.06899786580948,36.17500765240561,38.67952427410722,0.6242967167985594,0.0,105.16759973165654,1902.52001953125,-0.009134824023186106
2016-01-28,0.005513350717590626,10.4100341796875,29.3099365234375,-0.009134824023186106,-17.300048828125,0.0,-16.001669103672036,4693010000,-13.435970070414264,-3.103074823487532,1.655211002126698,60.37206046538301,-10.817899315521183,0.0,74.62517067657723,22.733800122986622,36.24802646044292,0.7453798324474654,0.0,91.04158258914686,1885.219970703125,0.004646485339060646
2016-01-29,0.02445865099455702,46.8800048828125,46.8800048828125,0.004646485339060646,8.780029296875,0.0,-44.51214331638303,5497570000,-24.98544801672754,-33.3220531375332,0.697731240404067,78.81612004472827,-34.72351184040272,0.0,26.322336778699764,-21.30547478808171,30.45288467371589,2.3451772380333957,40.804280598958336,42.4297511296154,1894.0,0.02241838319486078
2016-02-01,-0.00044333484554215374,-0.8599853515625,26.89990234375,0.02241838319486078,42.93994140625,0.0,-30.86526284718886,4322530000,-27.454936992794657,-21.641378523980165,0.4193476996048621,88.38362315511938,-19.49778534579589,0.0,25.78835689281277,-18.04013773810516,25.34925746223831,1.7635794960570887,40.14216734871032,41.59209975642602,1936.93994140625,-0.0008676885322076444
2016-02-02,-0.018920968718231457,-36.3499755859375,42.0899658203125,-0.0008676885322076444,-1.679931640625,0.0,1.9473612227708443,4463190000,-17.09222288224248,9.8057313746383,30.542518086423044,57.087387444370215,10.11096692931141,0.0,58.951751325993655,16.15573927749915,23.34749833816172,-0.3955378012018453,40.23491965688186,74.88552336815314,1935.260009765625,-0.014673684776624896
2016-02-03,0.004979620021574149,9.5,45.780029296875,-0.014673684776624896,-28.1900634765625,0.0,-6.603640976414013,5172950000,-13.693562170431989,0.2038209164256841,43.78062695080832,62.83225427855068,0.43074009092975,0.0,46.915764078506754,5.872711127205093,20.65360563363105,-0.363271289671693,40.49897249688153,62.82138519685304,1907.0699462890625,0.0024092239288693307
2016-02-04,0.0015255682925232605,2.919921875,26.8299560546875,0.0024092239288693307,4.60009765625,0.0,-7.724960627865919,5193320000,-11.951470175143378,-1.8107339723828773,26.6751840525612,40.36854456411885,-1.340150982820533,0.0,41.73964516742944,2.6054022813573283,17.888679693249877,-0.1891682129084104,39.848066952015145,57.55238632883925,1911.6700439453125,0.0007320248748090563
2016-02-05,-0.01865415827635175,-35.39990234375,42.7999267578125,0.0007320248748090563,1.39990234375,0.0,16.72685814280345,4929940000,-1.839752565952864,22.3927789142449,48.005373905152624,55.492310666882936,19.345921610913823,0.0,73.18367327983674,33.53409231627097,17.7826189555103,-1.4606450625736986,39.98863170467216,89.30710088150727,1913.0699462890625,-0.021034363191310135
2016-02-08,-0.014255057923056924,-26.610107421875,51.590087890625,-0.021034363191310135,-39.8199462890625,0.0,26.52564740710274,5636460000,8.266963691820656,32.6685908907466,69.54992983538465,72.90709725403943,25.06454380473621,0.0,94.67615092213669,53.06841153365826,19.20566300112496,-2.1447737908002136,40.54108199924134,111.37143542873991,1873.25,-0.013322051401211787
2016-02-09,-0.0006638406467605051,-1.22998046875,33.31005859375,-0.013322051401211787,-24.7900390625,0.0,15.704883140300916,5183220000,10.839729800766,22.59904757299796,39.99582395208564,81.61449054761768,12.68807733514333,0.0,90.98786824263608,47.91034588447792,20.063138307946915,-1.4449771596060588,40.1967475513608,108.1856740975884,1848.4599609375,0.004663279209461635
2016-02-10,-0.0001889681307609692,-0.3499755859375,31.280029296875,0.004663279209461635,8.640014648437273,0.0,7.683763306321303,4471170000,9.645625346998592,15.299348772623944,22.24370940236159,43.37068896577049,4.559397221727881,0.0,86.65385183736453,42.58263659154295,20.387623644871056,-0.6439388908155408,39.77214192019481,104.27934969593662,1857.0999755859373,-0.005453416853430149
2016-02-11,-0.012377447329256164,-22.780029296875,41.760009765625,-0.005453416853430149,-10.099975585937273,0.0,16.889993143931918,5500800000,12.360482573829607,25.38625204633263,62.41527552960332,58.8550191962121,12.393023496138634,0.0,103.82188722991964,57.67294048978056,21.846785538997537,-0.9012474636218676,39.866802293786726,122.07665824799552,1847.0,-0.007390521355287838
2016-02-12,0.019330015207046358,35.7000732421875,35.7000732421875,-0.007390521355287838,-13.5999755859375,0.0,-15.664768385435693,4696920000,2.190320883613552,-6.875880797236505,32.38469313048171,32.418090336183745,-16.812323293979652,0.0,64.6283876293869,19.38782404199401,20.09863943704977,0.9579017626817504,39.66838662466295,82.98926794675663,1833.4000244140625,0.020535976832112723
2016-02-16,0.01638173774168461,30.7999267578125,30.989990234375,0.020535976832112723,38.0399169921875,0.0,-33.311200100854855,4570670000,-10.77258405920955,-25.11720503669926,17.64521429600141,43.820191619761694,-29.660778682143576,0.0,32.093668006365306,-10.069502396310554,16.118531840874446,2.311398943888878,39.25512965369686,50.14270035800519,1871.43994140625,0.01451397671635224
2016-02-17,0.016346110625641508,31.239990234375,35.10009765625,0.01451397671635224,27.360107421875,0.0,-44.27913298752968,5011540000,-23.148164198289315,-37.57146351404936,8.687938355024198,62.18040686109656,-35.63580067341772,0.0,0.8098994247086466,-36.449552321193096,10.34655922064357,3.0117793960711543,39.057270987151774,18.161427373683864,1898.800048828125,0.015037980993169775
2016-02-18,-0.004676632123934432,-8.989990234375,14.9100341796875,0.015037980993169775,28.7698974609375,0.0,-24.095086229343345,4436490000,-23.757132343617883,-19.054315519782904,6.070090121462679,71.360514481764,-14.485013805435688,0.0,9.297331215027953,-24.22902537072196,6.013375770919566,1.7184395290189247,37.90740256774872,26.08665613323319,1927.5699462890625,-0.005634293219577202
2016-02-19,-2.603328180228459e-05,-0.0499267578125,16.6099853515625,-0.005634293219577202,-10.8299560546875,0.0,-16.163417971654575,4142850000,-21.367461631395138,-12.669592507980042,34.87622530557674,36.54107976338912,-6.854092209997006,0.0,8.867911410130546,-21.334498776096552,2.264299999566994,0.7738387251987726,36.893239843168416,25.111618856102723,1916.739990234375,0.004009164695538914
2016-02-22,0.014350731099076697,27.719970703125,28.919921875,0.004009164695538914,7.699951171875,0.0,-28.6998179372105,4054710000,-24.55518534658216,-26.9263754740698,14.53935343213248,51.1415987222026,-17.86304822591957,0.0,-17.885287021558952,-43.28335542284276,-2.9181441627173896,1.2063429445172176,36.5135580351604,-2.506063539295837,1924.43994140625,0.00927904192408846
2016-02-23,-0.012532577570788739,-24.22998046875,26.06005859375,0.00927904192408846,17.9400634765625,0.0,-2.2822890650841217,3890650000,-16.953990165428888,-1.7975966702131243,16.920572336765854,42.534962545989714,6.147925873639089,0.0,6.019324552463331,-16.811801430081687,-5.553863500985123,-0.256287072098539,36.01577234747419,20.871998618495127,1942.3800048828125,-0.012860452734205552
2016-02-24,0.004429960034632252,8.530029296875,41.0799560546875,-0.012860452734205552,-24.8199462890625,0.0,-6.361986813885622,4317250000,-13.646715528254113,-6.885083978058674,49.230517349721936,50.23331896837978,0.897294171056072,0.0,-2.381950654954835,-22.360438876726448,-8.398365075642396,-0.3148808078818419,36.256923952579584,11.857970524693885,1917.56005859375,0.007434868144923001
2016-02-25,0.011284366730450301,21.89990234375,26.419921875,0.007434868144923001,14.3099365234375,0.0,-17.584079896435227,4118210000,-15.666509153965954,-19.18999088120563,27.434447072415217,34.67581732072522,-9.652595388692289,0.0,-23.036629768002054,-39.05324225336153,-12.314819437178066,0.4001831712205828,35.788495282218655,-9.648130571249794,1931.8699951171875,0.011876149471822472
2016-02-26,-0.001871865329564848,-3.64990234375,17.179931640625,0.011876149471822472,23.0799560546875,0.0,-7.803048603854148,4348510000,-13.359731909184546,-10.360059024970267,17.409970091017925,41.24488786668907,-0.6960999120789371,0.0,-18.39253627429048,-31.238241096716138,-15.25713020140686,0.0357319632384456,34.90237320404753,-5.763003591127244,1954.949951171875,-0.004008096628452584
2016-02-29,-0.008154131091571593,-15.820068359375,26.4599609375,-0.004008096628452584,-7.8199462890625,0.0,6.706814202214531,4588180000,-6.5477583302857525,3.640006222936563,36.14836836197716,31.53119258806204,11.257201438008218,0.0,-2.4405464833812403,-13.604270062359774,-16.521260546409387,-0.8418304138241233,34.50035357230717,9.662670071453704,1947.1300048828125,-0.005169666753480406
2016-03-01,0.023588385401619227,46.11999511718727,46.1199951171875,-0.005169666753480406,-10.0400390625,0.0,-24.39255428977757,4819750000,-13.610295043525028,-28.31999259616714,12.701633366660658,39.89337322582615,-17.51775163015772,0.0,-46.07025741592429,-52.69788104077702,-20.756464669367453,0.8309245211578844,35.053669836349094,-35.02762602433245,1937.0899658203125,0.020191355304294945
