Date,Return_close,Diff_close,stochRsi_stochrsi_w2_s126_s24,stochRsi_stochrsi_w2_s137_s234,rsi_w1,stochRsi_stochrsi_w2_s114_s236,stochRsi_stochrsi_w3_s12_s222,stochRsi_stochrsi_w2_s13_s218,Class_close,stochRsi_stochrsi_w2_s115_s236,stochRsi_stochrsi_w3_s149_s21,stochRsi_stochrsi_w3_s129_s238,rsi_w2,bb_pband_w4_stdDev3.3223760630638397,stochRsi_stochrsi_w4_s123_s245,macd_difffW1_sW5_signal12,bb_pband_w4_stdDev0.7177075201973817,Diff_open,Return_open,aroon_up_w4,Open,Target
2015-12-31,-0.009456485041468454,-19.420166015625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3495052966584071,0.0,10.954965444711538,-0.1966626180292602,-16.75,-0.008095879232280723,25.0,2060.590087890625,-0.010925350758777874
2016-01-04,-0.015422041797806152,-31.2799072265625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3030981268571412,0.0,23.263006868682325,-0.411488387250494,-22.39013671875,-0.010925350758777874,25.0,2038.199951171875,-0.012053473930539127
2016-01-05,0.002010204139359928,4.0499267578125,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,16.50005968011459,0.3731189807340811,0.1053743641294573,9.083379943906436,-0.0873513226534049,-24.419921875,-0.012053473930539127,25.0,2013.780029296875,-0.0010284802828319783
2016-01-06,-0.013202163002625333,-26.449951171875,0.0,0.0,0.0,0.0,0.4580617299321032,0.0,0,0.0,0.4580617299321032,0.4580617299321032,5.229435018630952,0.2977260069814377,0.5214863366075081,17.82386102647682,-0.4363567381882772,-2.070068359375,-0.0010284802828319783,25.0,2011.7099609375,-0.01320500408225822
2016-01-07,-0.02398581651934517,-47.1700439453125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.521813718294979,0.2552658961645847,0.2439334214289673,33.52860212337989,-0.6329109776842584,-26.3900146484375,-0.01320500408225822,50.0,1985.3199462890625,-0.020019530808941255
2016-01-08,-0.01089753744584776,-21.0599365234375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.931864909501499,0.3150434824512905,0.0,25.93949280553009,-0.3561915394762479,-39.3499755859375,-0.020019530808941255,25.0,1945.969970703125,-0.01025293815545325
2016-01-11,0.0008529082958226297,1.6400146484375,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,6.57274769286191,0.3847511393641433,0.6744714042539602,7.52312571873507,-0.0335043107346083,-19.8499755859375,-0.01025293815545325,25.0,1926.1199951171875,0.0008873810357545864
2016-01-12,0.007772514117774243,15.010009765624773,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,54.25302178047695,0.6118092359493931,1.0,-10.793444022933729,1.0175817706989567,1.7099609375,0.0008873810357545864,25.0,1927.8299560546875,0.00646820260435188
2016-01-13,-0.02528237507790898,-48.40002441406227,0.0,0.0,0.0,0.0,0.305538397085798,0.0,0,0.0,0.305538397085798,0.305538397085798,12.642732893633166,0.2576404647481496,0.4637815485299307,15.19740484071426,-0.6219187425465136,12.510009765625,0.00646820260435188,75.0,1940.3399658203125,-0.02539784631013209
2016-01-14,0.0165580609343845,31.5599365234375,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,56.32626109407504,0.5275280309439443,1.0,-16.026063756879914,0.6274313957951675,-48.65991210937523,-0.02539784631013209,50.0,1891.6800537109373,0.013129199135681446
2016-01-15,-0.021835772698162614,-41.510009765625,0.0,0.0,0.0,0.0,0.3980956498477476,0.0,0,0.0,0.3980956498477476,0.3980956498477476,24.326554991012017,0.3243222577693974,0.4792350202434207,8.401491030967854,-0.313238692886397,25.0,0.013129199135681446,25.0,1916.6800537109373,-0.014726949657325683
2016-01-19,0.0005316801874286625,1.0,1.0,1.0,100.0,1.0,0.0576441110266326,1.0,1,1.0,0.0576441110266326,0.0576441110266326,26.34272826861428,0.3917659048969144,0.5104141532654535,-2.229713881161178,-0.0010319059760895,-28.020019531249773,-0.014726949657325683,50.0,1888.6600341796875,-0.00662977756792138
2016-01-20,-0.011762766025898763,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.126679195611956,0.3246239135194034,0.0,4.861899444363978,-0.3118422830468639,-12.479980468750227,-0.00662977756792138,25.0,1876.1800537109373,-0.007876718368730273
2016-01-21,0.005181988635948542,9.6600341796875,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,40.38117457982715,0.4414855218431135,1.0,-9.246537932053831,0.2291276793119774,-14.720092773437273,-0.007876718368730273,50.0,1861.4599609375,0.008526748857325295
2016-01-22,0.020080726882213185,37.9100341796875,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,83.08057075194284,0.7344007344283329,1.0,-32.66685963505586,1.5850762564325782,15.9400634765625,0.008526748857325295,100.0,1877.4000244140625,0.015265860398335107
2016-01-25,-0.015761545172821023,-29.820068359375,0.0,0.0,0.0,0.0,0.2614283348782261,0.0,0,0.0,0.2614283348782261,0.2614283348782261,39.064796832131535,0.4915820702178513,0.5503446518992747,-5.996375079583242,0.4610321368778863,28.8800048828125,0.015265860398335107,75.0,1906.280029296875,-0.014525740921738084
2016-01-26,0.014045237830368151,26.550048828125,1.0,1.0,100.0,1.0,0.7654161614183217,1.0,1,1.0,0.7654161614183217,0.7654161614183217,68.6450423579847,0.6328138390393613,0.9409127085814296,-22.442507585876346,1.1148152377539982,-27.489990234375,-0.014525740921738084,50.0,1878.7900390625,0.012551360046472837
2016-01-27,-0.01092292230052827,-20.6800537109375,0.0,0.0,0.0,0.0,0.1116808490926618,0.0,0,0.0,0.1116808490926618,0.1116808490926618,39.086747458595774,0.3864836886644341,0.2025062598581519,-3.9262933322178935,-0.0254840794267695,23.72998046875,0.012551360046472837,25.0,1902.52001953125,-0.009134824023186106
2016-01-28,0.005513350717590626,10.4100341796875,1.0,1.0,100.0,1.0,0.5667514057839628,1.0,1,1.0,0.5667514057839628,0.5667514057839628,57.507665807812266,0.5609105819883736,0.677712451383524,-10.817899315521183,0.7819642457275673,-17.300048828125,-0.009134824023186106,50.0,1885.219970703125,0.004646485339060646
2016-01-29,0.02445865099455702,46.8800048828125,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,88.58878913979864,0.745269712297195,1.0,-34.72351184040272,1.6353903898159712,8.780029296875,0.004646485339060646,100.0,1894.0,0.02241838319486078
2016-02-01,-0.00044333484554215374,-0.8599853515625,0.0,0.0,0.0,0.0,0.9535860465607792,0.0,0,0.0,0.9535860465607792,0.9535860465607792,86.27354308167806,0.6464991092602267,0.9732039189114052,-19.49778534579589,1.178166412039951,42.93994140625,0.02241838319486078,75.0,1936.93994140625,-0.0008676885322076444
2016-02-02,-0.018920968718231457,-36.3499755859375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.882067288600357,0.3860160521714698,0.0,10.11096692931141,-0.0276488390909953,-1.679931640625,-0.0008676885322076444,50.0,1935.260009765625,-0.014673684776624896
2016-02-03,0.004979620021574149,9.5,1.0,1.0,100.0,1.0,0.2534508544560208,1.0,1,1.0,0.2534508544560208,0.2534508544560208,46.230046803398906,0.3964134886813742,0.2315886698744053,0.43074009092975,0.0204824584161444,-28.1900634765625,-0.014673684776624896,25.0,1907.0699462890625,0.0024092239288693307
2016-02-04,0.0015255682925232605,2.919921875,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,53.75276971129,0.475859764979828,0.3208110280751216,-1.340150982820533,0.3882512211022979,4.60009765625,0.0024092239288693307,25.0,1911.6700439453125,0.0007320248748090563
2016-02-05,-0.01865415827635175,-35.39990234375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.237911847754546,0.2539805580842897,0.0,19.345921610913823,-0.6388610009886687,1.39990234375,0.0007320248748090563,75.0,1913.0699462890625,-0.021034363191310135
2016-02-08,-0.014255057923056924,-26.610107421875,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.662762546273925,0.2816173237516408,0.0,25.06454380473621,-0.5109262558037965,-39.8199462890625,-0.021034363191310135,50.0,1873.25,-0.013322051401211787
2016-02-09,-0.0006638406467605051,-1.22998046875,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.3948110892857954,0.3649549309286333,0.0,12.68807733514333,-0.1251439371766954,-24.7900390625,-0.013322051401211787,25.0,1848.4599609375,0.004663279209461635
2016-02-10,-0.0001889681307609692,-0.3499755859375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.253351065730399,0.4051100462689729,0.0,4.559397221727881,0.0607401315587429,8.640014648437273,0.004663279209461635,25.0,1857.0999755859373,-0.005453416853430149
2016-02-11,-0.012377447329256164,-22.780029296875,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.1902826984901225,0.2397706395455958,0.0,12.393023496138634,-0.7046408512514383,-10.099975585937273,-0.005453416853430149,25.0,1847.0,-0.007390521355287838
2016-02-12,0.019330015207046358,35.7000732421875,1.0,1.0,100.0,1.0,1.0,1.0,1,1.0,1.0,1.0,71.14342902479463,0.6787702223018853,1.0,-16.812323293979652,1.3275542482835434,-13.5999755859375,-0.007390521355287838,100.0,1833.4000244140625,0.020535976832112723
